CenterX   CenterY
60.5775 60.0757
60.8743 60.4763
60.8331 60.3421
60.4801 60.3756
60.7798 60.7436
60.3191 60.2532
60.8569 60.0344
60.325 60.1809
60.566 60.243
60.3418 60.5179
60.9541 60.588
60.6171 60.89
60.2838 60.0617
60.9739 60.7117
60.2573 60.2058
60.4389 60.5587
60.8731 60.7355
60.6692 60.9855
60.092 60.3744
60.8821 60.3608
60.2239 60.7429
60.6423 60.3251
60.0322 60.1262
60.8697 60.9873
60.9604 60.5268
60.5825 60.6228
60.4718 60.2823
60.2888 60.4332
60.5427 60.6562
60.2487 60.695
60.4344 60.7492
60.9626 60.8796
60.1088 60.0092
60.7139 60.0203
60.4453 60.4126
60.5 60.9446
60.1041 60.7999
60.991 60.7385
60.9909 60.9768
60.421 60.3927
60.8784 60.3133
60.3397 60.538
60.1015 60.4536
60.576 60.7349
60.6425 60.1641
60.807 60.9824
60.1048 60.9528
60.0729 60.5781
60.4245 60.4918
60.8051 60.3936
60.5855 60.4733
60.6054 60.6759
60.2485 60.7953
60.3776 60.8732
60.7981 60.6284
60.184 60.757
60.4856 60.1653
60.9416 60.5699
60.0399 60.0175
60.471 60.8957
60.0546 60.6589
60.6202 60.7282
60.1825 60.4781
60.5432 60.7411
60.2639 60.4464
60.3107 60.2326
60.8183 60.3996
60.8307 60.5069
60.6997 60.6229
60.0111 60.1875
60.1585 60.2495
60.2954 60.5341
60.4485 60.9725
60.6855 60.2813
60.4155 60.66
60.5874 60.0672
60.0748 60.9288
60.0456 60.3024
60.6693 60.5039
60.7267 60.5503
60.3248 60.0198
60.8943 60.6984
60.2099 60.6548
60.8455 60.7978
60.9744 60.5574
60.6095 60.2518
60.0448 60.4196
60.8967 60.4501
60.2392 60.7888
60.8821 60.2154
60.3746 60.8662
60.5918 60.8901
60.8887 60.6322
60.586 60.8322
60.5806 60.9022
60.0946 60.5255
60.274 60.8394
60.5267 60.708
60.117 60.9019
60.9141 60.6212
60.3941 60.8116
60.5315 60.6866
60.0785 60.9911
60.9893 60.0314
60.3488 60.8925
60.9939 60.9291
60.4712 60.4268
60.9886 60.7167
60.2063 60.7445
60.6435 60.3107
60.1762 60.9242
60.7949 60.8465
60.0674 60.7595
60.8377 60.166
60.6199 60.7407
60.8549 60.6311
60.9656 60.8335
60.9885 60.8357
60.6303 60.2006
60.515 60.7532
60.5536 60.6268
60.8791 60.5296
60.4663 60.609
60.1381 60.8349
60.7967 60.4911
60.5666 60.1908
60.1208 60.9421
60.5805 60.4523
60.2188 60.1715
60.872 60.5392
60.7112 60.4117
60.06 60.6309
60.5437 60.2464
60.6196 60.0183
60.9778 60.3416
60.974 60.193
60.3354 60.5106
60.1426 60.8837
60.4643 60.036
60.5992 60.9535
60.418 60.4315
60.3936 60.388
60.4502 60.5237
60.6274 60.4853
60.3519 60.8164
60.7975 60.317
60.8308 60.1894
60.9382 60.8052
60.0705 60.2957
60.1925 60.1611
60.0406 60.9527
60.5601 60.376
60.053 60.6124
60.6871 60.934
60.8676 60.4205
60.1069 60.9083
60.8233 60.1497
60.1594 60.3892
60.8622 60.7252
60.671 60.6176
60.3844 60.8783
60.415 60.1656
60.6866 60.2384
60.7249 60.308
60.8448 60.4482
60.4361 60.1178
60.9569 60.4715
60.3409 60.174
60.1797 60.8325
60.5451 60.1133
60.151 60.5647
60.0144 60.5475
60.8216 60.4511
60.0531 60.2178
60.6652 60.4497
60.3013 60.6674
60.3016 60.7048
60.0905 60.3686
60.3078 60.2554
60.4549 60.5934
60.1123 60.7251
60.4644 60.1044
60.2253 60.7376
60.2416 60.435
60.9014 60.4597
60.3971 60.4192
60.6574 60.19
60.2793 60.7579
60.7696 60.309
60.2688 60.11
60.2441 60.7336
60.114 60.1431
60.4579 60.8818
60.2298 60.2691
60.8045 60.0075
60.9958 60.3251
60.7469 60.5115
60.7412 60.6079
60.5608 60.3017
60.8801 60.9177
60.7958 60.0474
60.3613 60.1183
60.1305 60.225
60.703 60.8786
60.9842 60.775
60.8319 60.7569
60.3638 60.2634
60.2695 60.2586
60.8599 60.8386
60.3596 60.8257
60.5385 60.7792
60.0218 60.0894
60.3243 60.731
60.2326 60.9227
60.7198 60.6102
60.398 60.004
60.2368 60.5278
60.4649 60.8362
60.3787 60.1483
60.6174 60.1037
60.4718 60.9065
60.9571 60.4444
60.6835 60.0684
60.322 60.4971
60.8232 60.607
60.8919 60.4258
60.9553 60.2601
60.9752 60.9164
60.9331 60.8967
60.2094 60.9311
60.5405 60.8372
60.2837 60.2359
60.9209 60.2809
60.2021 60.7506
60.9055 60.7081
60.4238 60.7106
60.5332 60.1498
60.6076 60.5832
60.3629 60.8156
60.9166 60.5827
60.2504 60.5049
60.9647 60.4967
60.4717 60.1784
60.6189 60.1614
60.9899 60.8953
60.9242 60.4762
60.5475 60.5704
60.755 60.405
60.901 60.2012
60.6996 60.0648
60.1534 60.2017
60.9315 60.1791
60.8091 60.9881
60.5821 60.4711
60.4056 60.4373
60.9227 60.4086
60.1082 60.4401
60.4487 60.2511
60.7959 60.2309
60.5873 60.4083
60.7723 60.7511
60.9658 60.3686
60.9698 60.1885
60.4849 60.028
60.8019 60.2056
60.1286 60.3596
60.03 60.0554
60.565 60.7366
60.1888 60.6514
60.0284 60.139
60.6786 60.2466
60.6134 60.9121
60.4612 60.6991
60.1756 60.0964
60.5176 60.2423
60.0686 60.4281
60.5045 60.7115
60.8265 60.2551
60.7618 60.8674
60.1428 60.0957
60.9636 60.8674
60.169 60.1243
60.0439 60.3587
60.3959 60.3316
60.024 60.0803
60.7303 60.6579
60.7161 60.1278
60.3837 60.7565
60.9382 60.9959
60.4891 60.2893
60.7056 60.6292
60.8302 60.541
60.0312 60.9438
60.7555 60.8522
60.6275 60.2009
60.8478 60.9818
60.4727 60.7674
60.4216 60.0613
60.8036 60.5267
60.3908 60.4754
60.4591 60.7171
60.7914 60.7967
60.3329 60.1484
60.5504 60.8941
60.2092 60.2091
60.4724 60.2151
60.4541 60.726
60.701 60.1454
60.0171 60.1018
60.8518 60.1085
60.7727 60.8375
60.7799 60.9655
60.8739 60.0301
60.5115 60.0757
60.6602 60.7863
60.8637 60.7087
60.9403 60.9787
60.2489 60.0565
60.744 60.2287
60.9958 60.7998
60.2209 60.7639
60.2833 60.8587
60.5448 60.331
60.3411 60.0624
60.4221 60.0217
60.667 60.3916
60.5298 60.3927
60.4582 60.2739
60.1893 60.1575
60.5776 60.2479
60.581 60.9578
60.6651 60.7324
60.0497 60.5788
60.4796 60.8068
60.2682 60.1296
60.1216 60.9856
60.1353 60.316
60.5547 60.6881
60.4988 60.0435
60.6307 60.8502
60.8734 60.696
60.1235 60.0589
60.0088 60.0241
60.0392 60.3791
60.5607 60.1855
60.6018 60.2997
60.9588 60.0451
60.4521 60.0705
60.3455 60.2654
60.2544 60.968
60.136 60.5099
60.0053 60.1461
60.7288 60.0412
60.6225 60.612
60.8776 60.956
60.849 60.7614
60.0266 60.2981
60.5787 60.5612
60.811 60.6422
60.126 60.9885
60.0082 60.6172
60.5603 60.7092
60.6012 60.4122
60.6209 60.6356
60.6443 60.5131
60.5852 60.783
60.3989 60.1011
60.4871 60.1294
60.1729 60.8294
60.4256 60.1088
60.53 60.0199
60.5392 60.7544
60.9958 60.1221
60.0211 60.4629
60.6241 60.7813
60.1133 60.8763
60.7278 60.5391
60.2733 60.2778
60.8882 60.3616
60.9554 60.6618
60.6522 60.4998
60.2631 60.2784
60.7515 60.0049
60.113 60.2941
60.251 60.4324
60.4874 60.2626
60.9751 60.0526
60.3763 60.6025
60.3723 60.6217
60.9193 60.4053
60.9954 60.5163
60.911 60.5265
60.5246 60.9023
60.6622 60.0994
60.5473 60.8159
60.0424 60.9912
60.3941 60.0043
60.7637 60.4736
60.1997 60.5907
60.5767 60.6712
60.9801 60.7851
60.4063 60.4959
60.84 60.2507
60.2267 60.7843
60.6196 60.3705
60.8551 60.0102
60.247 60.1839
60.3664 60.9917
60.6659 60.0611
60.9859 60.8328
60.1398 60.7327
60.9765 60.5515
60.4157 60.631
60.8512 60.7993
60.6467 60.3338
60.2063 60.9221
60.4489 60.5845
60.2143 60.6071
60.7089 60.6564
60.8203 60.168
60.4472 60.6262
60.9821 60.6568
60.7865 60.1383
60.734 60.968
60.0108 60.0869
60.9544 60.9887
60.4832 60.6303
60.0539 60.7895
60.2675 60.1777
60.1575 60.1073
60.2475 60.8123
60.6663 60.2869
60.8215 60.7712
60.0597 60.2273
60.5857 60.069
60.9187 60.9842
60.7583 60.8503
60.7824 60.327
60.3208 60.6381
60.7467 60.5765
60.673 60.9595
60.6317 60.305
60.8676 60.4801
60.394 60.7805
60.283 60.3886
60.1869 60.8822
60.4154 60.2479
60.9994 60.4331
60.8613 60.0792
60.6106 60.0528
60.5448 60.7853
60.6685 60.5332
60.5064 60.1891
60.348 60.8138
60.0976 60.3819
60.0209 60.1428
60.106 60.9689
60.316 60.8314
60.5697 60.3948
60.6906 60.5549
60.6982 60.7706
60.2882 60.8908
60.2934 60.4667
60.6345 60.398
60.4817 60.5778
60.8731 60.1978
60.9794 60.5619
60.1402 60.007
60.1428 60.0523
60.4511 60.3772
60.4067 60.0258
60.0014 60.9709
60.6301 60.0807
60.2213 60.7215
60.1627 60.7051
60.9779 60.0791
60.6997 60.6075
60.9127 60.3188
60.5656 60.653
60.5606 60.8682
60.5558 60.2145
60.6354 60.1538
60.1222 60.288
60.2234 60.7575
60.5705 60.3581
60.3787 60.6924
60.8815 60.4615
60.4717 60.979
60.7751 60.4132
60.7839 60.1838
60.2481 60.1058
60.5194 60.6109
60.4399 60.1881
60.1313 60.2092
60.0917 60.9979
60.921 60.4039
60.9751 60.3921
60.5705 60.9672
60.5052 60.9441
60.9366 60.8036
60.626 60.6241
60.4035 60.6283
60.649 60.3166
60.4183 60.2039
60.3742 60.1242
60.6624 60.5089
60.5122 60.6635
60.7183 60.0479
60.2771 60.8383
60.51 60.5841
60.1352 60.6502
60.8668 60.8168
60.4327 60.7944
60.1461 60.6648
60.889 60.8598
60.3516 60.5662
60.8076 60.9404
60.1303 60.5444
60.9585 60.1594
60.5593 60.9465
60.625 60.5639
60.1713 60.4502
60.6971 60.8459
60.2537 60.6442
60.3609 60.1666
60.6621 60.4691
60.6743 60.7895
60.758 60.4352
60.7748 60.2346
60.6263 60.1277
60.6912 60.9259
60.5963 60.185
60.3941 60.565
60.6294 60.7638
60.2677 60.0814
60.4251 60.0579
60.3858 60.1359
60.6051 60.6734
60.1353 60.4814
60.2114 60.1528
60.3293 60.6596
60.9244 60.2442
60.9545 60.0285
60.2523 60.02
60.9794 60.5839
60.5654 60.7167
60.7307 60.2692
60.9578 60.3437
60.5789 60.5241
60.274 60.4956
60.2753 60.591
60.2823 60.1258
60.5779 60.4125
60.6655 60.6713
60.2375 60.7636
60.5658 60.8487
60.1475 60.6098
60.1969 60.0249
60.7383 60.6581
60.571 60.3473
60.5155 60.5312
60.0822 60.2612
60.5056 60.8103
60.3495 60.6392
60.8656 60.5451
60.2693 60.3402
60.5921 60.1794
60.5618 60.8415
60.9491 60.8205
60.2403 60.6697
60.1146 60.0742
60.7179 60.1308
60.0025 60.8284
60.3285 60.1973
60.2181 60.7745
60.727 60.2348
60.3278 60.3358
60.778 60.4085
60.0118 60.3989
60.7242 60.4737
60.0747 60.8838
60.8851 60.6779
60.6708 60.6952
60.2178 60.8387
60.9907 60.8666
60.4109 60.292
60.5233 60.8746
60.0868 60.7212
60.4792 60.3559
60.4933 60.4029
60.6551 60.2411
60.1173 60.2665
60.9949 60.8007
60.8434 60.5257
60.5496 60.9171
60.5651 60.8551
60.3025 60.9156
60.3062 60.9766
60.8992 60.0924
60.6921 60.6268
60.4609 60.1196
60.6618 60.5811
60.3494 60.6642
60.6371 60.9986
60.5779 60.0391
60.5495 60.8591
60.2874 60.1546
60.981 60.8075
60.7808 60.1316
60.2274 60.2285
60.5671 60.1838
60.7053 60.667
60.7239 60.236
60.7794 60.4262
60.031 60.1891
60.631 60.7517
60.327 60.9949
60.5429 60.2018
60.4377 60.6899
60.4953 60.8388
60.4353 60.1025
60.2466 60.4279
60.9973 60.9477
60.9884 60.2509
60.4264 60.3758
60.5494 60.0923
60.7706 60.594
60.9126 60.6358
60.4932 60.8686
60.0842 60.4321
60.9974 60.7328
60.3311 60.5156
60.5214 60.425
60.0827 60.1826
60.5146 60.3789
60.0225 60.8059
60.6109 60.154
60.2301 60.266
60.1855 60.8865
60.6028 60.919
60.6125 60.2256
60.506 60.2419
60.9281 60.9779
60.0604 60.2965
60.5475 60.9431
60.1466 60.6524
60.7842 60.3761
60.8624 60.5302
60.9268 60.7545
60.6641 60.9384
60.4799 60.7032
60.9347 60.9194
60.9713 60.708
60.2627 60.0279
60.72 60.9424
60.5905 60.9545
60.5435 60.0373
60.5338 60.859
60.6391 60.5122
60.3501 60.6223
60.215 60.3993
60.8745 60.9429
60.8834 60.5207
60.4314 60.9925
60.7382 60.6469
60.6744 60.6165
60.1463 60.2043
60.9218 60.6851
60.3323 60.5799
60.4776 60.2474
60.0943 60.6588
60.4048 60.4995
60.1826 60.2494
60.1305 60.6568
60.554 60.1108
60.9381 60.9223
60.7995 60.9508
60.5176 60.5416
60.7607 60.5349
60.6172 60.4179
60.8246 60.6676
60.9519 60.7844
60.8854 60.3542
60.2746 60.2036
60.6166 60.1403
60.3888 60.1481
60.1429 60.5401
60.4078 60.63
60.7556 60.4252
60.6034 60.9172
60.9603 60.0633
60.4476 60.7044
60.3238 60.6438
60.198 60.4462
60.3538 60.9229
60.112 60.6525
60.819 60.7395
60.1236 60.0761
60.09 60.6111
60.6749 60.2286
60.5573 60.435
60.6567 60.6403
60.7013 60.2007
60.8777 60.6837
60.1569 60.0525
60.3516 60.0044
60.1785 60.0359
60.3125 60.3208
60.6114 60.8523
60.1864 60.0061
60.2911 60.5491
60.4425 60.0296
60.3917 60.7814
60.7047 60.95
60.5026 60.7149
60.3368 60.0757
60.4313 60.3934
60.5292 60.4311
60.3395 60.8866
60.3014 60.6781
60.8818 60.4021
60.2595 60.8982
60.4742 60.577
60.2138 60.4471
60.191 60.151
60.7973 60.4456
60.6333 60.0509
60.9397 60.0815
60.972 60.5977
60.8838 60.7371
60.5792 60.1629
60.5154 60.1056
60.3685 60.9153
60.0566 60.913
60.6316 60.8952
60.6054 60.0135
60.2345 60.3975
60.7593 60.583
60.837 60.2339
60.9376 60.6289
60.6594 60.1688
60.028 60.7357
60.1653 60.1151
60.4878 60.4334
60.6538 60.7022
60.682 60.2649
60.7683 60.9195
60.323 60.4952
60.0011 60.3952
60.6777 60.7152
60.8488 60.3205
60.0432 60.486
60.3318 60.4382
60.9815 60.4588
60.1646 60.7267
60.6957 60.6319
60.6055 60.8605
60.1624 60.2903
60.9795 60.8028
60.6898 60.5918
60.8931 60.2549
60.5247 60.3333
60.524 60.1998
60.9762 60.1525
60.6797 60.9371
60.5835 60.8208
60.0547 60.4728
60.3275 60.9541
60.9425 60.8233
60.5165 60.1041
60.5623 60.5454
60.3669 60.1113
60.2064 60.4903
60.2942 60.4034
60.002 60.7882
60.5612 60.2256
60.6906 60.4412
60.8073 60.7233
60.3862 60.5231
60.5626 60.5274
60.971 60.8904
60.3514 60.9795
60.9541 60.8483
60.641 60.7067
60.4118 60.1261
60.0011 60.2917
60.5907 60.8643
60.4802 60.1887
60.2526 60.5282
60.5201 60.8696
60.5859 60.6325
60.9453 60.1498
60.6449 60.2229
60.7054 60.8101
60.8247 60.4099
60.4908 60.9121
60.3111 60.1264
60.6465 60.4763
60.3601 60.5277
60.138 60.0833
60.3626 60.6269
60.4657 60.5411
60.6979 60.7545
60.333 60.475
60.813 60.7155
60.7207 60.3651
60.6422 60.3931
60.7953 60.0062
60.5384 60.4727
60.762 60.2701
60.8426 60.9994
60.614 60.4569
60.3456 60.1756
60.9965 60.8573
60.526 60.584
60.5224 60.507
60.6172 60.3369
60.6808 60.2892
60.5672 60.3194
60.9591 60.6374
60.446 60.6742
60.2571 60.242
60.1971 60.403
60.0727 60.349
60.6111 60.4681
60.0207 60.1927
60.92 60.2245
60.0751 60.3247
60.8422 60.8508
60.8795 60.2992
60.3879 60.7815
60.9656 60.5141
60.0839 60.7967
60.1687 60.3001
60.4349 60.145
60.6106 60.293
60.505 60.1689
60.6379 60.9855
60.4857 60.7968
60.4281 60.2582
60.6301 60.5409
60.0012 60.3697
60.9484 60.5776
60.8523 60.6283
60.9624 60.1791
60.6382 60.3806
60.1636 60.3644
60.1815 60.6064
60.3727 60.086
60.302 60.3594
60.3402 60.8029
60.3973 60.1614
60.6048 60.3422
60.9657 60.3704
60.4464 60.85
60.3996 60.3993
60.3126 60.3236
60.1284 60.8333
60.1261 60.7157
60.4913 60.8856
60.8464 60.6235
60.6606 60.8554
60.411 60.5555
60.4577 60.8373
60.9018 60.3403
60.5498 60.9197
60.7273 60.8154
60.6338 60.4808
60.7109 60.26
60.7623 60.309
60.1545 60.5625
60.1614 60.3826
60.5544 60.2674
60.8421 60.6476
60.0711 60.5983
60.7683 60.4819
60.427 60.8954
60.8399 60.7492
60.3844 60.6132
60.719 60.1701
60.2542 60.367
60.6365 60.5684
60.693 60.5464
60.941 60.9115
60.9006 60.8353
60.831 60.5994
60.9331 60.1632
60.3074 60.9344
60.3938 60.293
60.2444 60.557
60.8814 60.937
60.4896 60.9412
60.0755 60.5033
60.7393 60.7124
60.2283 60.6188
60.4571 60.0754
