CenterX   CenterY   Theta
50.6514 50.5957 169.612
50.6402 50.4492 67.8282
50.0088 50.2167 79.7746
50.3394 50.1401 15.914
50.0037 50.7977 52.8593
50.7114 50.4435 53.296
50.2621 50.2752 13.2662
50.7922 50.3004 9.06058
50.3361 50.8624 27.335
50.3095 50.5309 97.0781
50.7945 50.0608 151.683
50.931 50.7593 21.304
50.126 50.3 67.8038
50.6562 50.8467 140.132
50.6988 50.4787 70.5927
50.5492 50.595 10.7318
50.9192 50.4826 13.245
50.3428 50.5407 108.916
50.7768 50.6615 118.028
50.5778 50.2874 139.918
50.5216 50.4706 22.2485
50.8419 50.1554 137.995
50.048 50.7636 63.0915
50.4599 50.0485 52.7947
50.7453 50.926 135.477
50.1452 50.347 160.875
50.1418 50.8512 85.9562
50.926 50.5414 95.0581
50.8421 50.1796 49.7104
50.1563 50.7841 110.446
50.6311 50.7313 21.3044
50.974 50.1245 162.308
50.0792 50.8741 108.875
50.8476 50.7152 172.779
50.1936 50.0751 15.1438
50.9611 50.9652 167.811
50.6869 50.1383 116.595
50.4075 50.7035 40.4476
50.9956 50.1014 147.26
50.6858 50.3952 160.452
50.3823 50.446 157.029
50.885 50.2078 143.252
50.6914 50.6202 72.8491
50.1461 50.0465 44.2229
50.173 50.2601 172.201
50.6089 50.6086 45.1043
50.785 50.0113 22.2252
50.6436 50.9015 69.3481
50.7673 50.8881 13.6738
50.3526 50.964 100.932
50.8496 50.8518 130.298
50.9459 50.6967 12.098
50.2901 50.1972 28.3285
50.2961 50.2575 38.9427
50.526 50.3209 51.2427
50.0765 50.8851 24.7673
50.6663 50.0013 160.204
50.4983 50.9374 3.05229
50.6973 50.7783 117.448
50.5516 50.5174 72.8933
50.5406 50.2737 27.9411
50.8825 50.188 78.4447
50.3631 50.881 144.224
50.006 50.5895 73.2207
50.0309 50.4324 74.3782
50.8855 50.2267 175.442
50.5098 50.8215 36.6543
50.1919 50.8898 131.851
50.7523 50.4039 129.921
50.4168 50.9866 97.0295
50.4237 50.071 152.226
50.6575 50.3673 125.948
50.2736 50.1449 54.855
50.1119 50.9832 145.947
50.4678 50.3804 124.642
50.1048 50.0284 35.8432
50.2635 50.9874 37.1955
50.0535 50.0861 64.4551
50.8346 50.029 23.9062
50.1864 50.9505 179.44
50.9505 50.9594 40.8157
50.2605 50.3837 157.612
50.9591 50.6307 50.152
50.093 50.2023 133.844
50.6817 50.5294 150.74
50.4663 50.3224 105.706
50.6395 50.0175 6.61277
50.0551 50.064 12.8472
50.9648 50.0832 81.9476
50.9562 50.5086 37.8555
50.9985 50.9699 121.167
50.0765 50.2117 8.23639
50.5057 50.9502 103.961
50.4394 50.602 38.6184
50.6726 50.3239 114.146
50.3556 50.1526 15.2074
50.7388 50.8374 66.1453
50.127 50.0733 160.599
50.2348 50.7672 87.6711
50.7964 50.3086 91.5468
50.8071 50.7503 155.115
50.5533 50.7956 170.975
50.7458 50.062 34.2633
50.7465 50.1092 175.813
50.7733 50.9943 57.109
50.734 50.8155 74.7741
50.4466 50.5762 137.282
50.6189 50.3148 144.287
50.7632 50.2457 91.3452
50.147 50.1297 118.918
50.0732 50.2016 153.135
50.5958 50.6773 173.692
50.8054 50.7511 143.719
50.2739 50.4129 49.216
50.2149 50.2846 123.216
50.4348 50.5598 36.1317
50.6099 50.7887 11.0573
50.989 50.6215 175.389
50.8547 50.0393 80.1856
50.3232 50.155 157.319
50.3521 50.3998 164.003
50.3982 50.4749 160.942
50.6875 50.66 139.454
50.8085 50.318 1.7182
50.9142 50.0975 155.577
50.9578 50.865 121.302
50.5562 50.4514 59.3897
50.0879 50.3316 152.632
50.0816 50.1399 51.7102
50.828 50.5548 57.6671
50.7797 50.8774 102.747
50.5595 50.7107 59.7828
50.9377 50.1175 142.959
50.3299 50.1146 98.9117
50.6507 50.6131 135.338
50.1626 50.773 138.861
50.8546 50.5427 106.98
50.2631 50.4957 178.456
50.1346 50.3307 2.72376
50.8104 50.7276 144.183
50.4002 50.8194 124.592
50.9153 50.6415 119.03
50.0135 50.8636 33.8666
50.2647 50.1812 97.1482
50.5186 50.7009 141.223
50.2555 50.9151 58.9664
50.1766 50.2289 25.117
50.5747 50.6422 44.8256
50.5902 50.3607 129.525
50.3356 50.478 40.2903
50.4244 50.6218 16.4289
50.1492 50.1495 15.9793
50.678 50.5529 145.062
50.4 50.5739 48.8994
50.6065 50.9131 102.927
50.9852 50.0181 82.9516
50.5039 50.7142 124.308
50.9927 50.2688 99.1989
50.0591 50.2515 96.8731
50.4877 50.3044 25.364
50.3421 50.839 113.394
50.246 50.4785 178.76
50.7266 50.0292 99.4869
50.6387 50.3782 45.9159
50.5583 50.7547 17.3572
50.4171 50.4968 154.522
50.5953 50.6395 10.5102
50.4851 50.1289 121.093
50.767 50.1231 129.265
50.6834 50.0337 167.395
50.5313 50.2034 102.638
50.6893 50.2645 78.1436
50.7814 50.9233 70.9272
50.39 50.6661 171.837
50.9186 50.3684 101.322
50.8004 50.8983 166.372
50.4131 50.2033 36.0057
50.0028 50.9836 165.685
50.7761 50.7943 99.297
50.7114 50.0626 11.0968
50.6064 50.2468 0.330539
50.7662 50.4254 178.121
50.0703 50.1245 174.315
50.8772 50.2404 92.8657
50.0788 50.6356 110.917
50.6795 50.8396 138.363
50.0546 50.082 97.7431
50.3221 50.2444 4.01876
50.1706 50.951 60.9088
50.4979 50.3702 119.021
50.4657 50.8927 46.7192
50.6803 50.5309 8.31712
50.6782 50.2983 18.9615
50.4675 50.6823 140.397
50.8276 50.4281 90.7755
50.6342 50.7267 74.333
50.3563 50.3215 83.2394
50.664 50.646 61.8998
50.5894 50.8467 32.0295
50.2966 50.0458 143.996
50.7961 50.3957 57.5881
50.9919 50.5509 2.62415
50.8592 50.5938 155.047
50.777 50.1049 70.9553
50.976 50.5105 70.8246
50.5553 50.9754 80.62
50.8641 50.1429 17.2219
50.3477 50.0728 97.9991
50.9654 50.2812 14.4244
50.1458 50.163 96.944
50.469 50.2653 121.417
50.1245 50.2518 106.051
50.3511 50.5228 60.3307
50.0235 50.4017 90.843
50.1296 50.613 173.422
50.0897 50.3087 95.2585
50.4474 50.94 129.799
50.7379 50.6391 6.35661
50.6416 50.3186 18.1983
50.081 50.9021 45.4924
50.4949 50.3881 47.4527
50.2631 50.6995 10.2117
50.7887 50.2923 151.099
50.4846 50.2335 39.6964
50.3143 50.9954 34.0437
50.8505 50.8439 95.097
50.6649 50.3696 57.1388
50.8103 50.1026 38.2973
50.4464 50.3866 139.437
50.4742 50.7968 4.47471
50.9991 50.2831 138.208
50.0351 50.8704 133.73
50.1093 50.8666 147.875
50.0038 50.6603 113.826
50.2105 50.4349 167.96
50.4573 50.11 122.38
50.9717 50.4354 42.8326
50.8874 50.9528 70.4979
50.7633 50.1001 40.2952
50.1025 50.0214 93.0471
50.2587 50.0339 134.943
50.5417 50.8819 101.05
50.9687 50.7525 170.871
50.7388 50.2635 15.7472
50.6859 50.8105 27.1453
50.3138 50.487 126.654
50.5961 50.0544 174.809
50.5744 50.5744 103.888
50.6009 50.136 6.28794
50.4138 50.2729 124.137
50.9856 50.2469 137.943
50.6667 50.5363 162.094
50.6669 50.5434 16.0689
50.0278 50.9598 131.804
50.8907 50.8953 142.978
50.5352 50.3424 50.5412
50.4745 50.0086 76.464
50.718 50.4105 108.823
50.5909 50.9786 49.6759
50.0428 50.8707 159.812
50.372 50.1489 30.4767
50.1628 50.5952 153.264
50.0441 50.5901 44.6027
50.2185 50.7284 32.9547
50.1069 50.4531 34.8687
50.372 50.1838 159.618
50.2135 50.5428 29.7495
50.4483 50.8226 85.0574
50.8795 50.6564 98.6237
50.5186 50.4254 146.181
50.642 50.1843 179.587
50.4884 50.5092 137.552
50.6746 50.7253 40.0069
50.3831 50.3462 151.533
50.9753 50.2822 175.603
50.6022 50.1869 83.3993
50.1242 50.7 136.515
50.4797 50.6831 129.249
50.2128 50.1404 86.5246
50.9994 50.8808 7.00662
50.9486 50.8929 38.2185
50.9819 50.2545 112.834
50.5188 50.4948 44.3887
50.0638 50.1684 119.678
50.7061 50.8581 48.5686
50.0225 50.5581 35.8155
50.9202 50.2751 41.2129
50.5181 50.2561 2.90675
50.9765 50.8988 172.658
50.8445 50.381 16.1283
50.7327 50.6826 78.3304
50.1432 50.3071 122.457
50.5039 50.7347 116.644
50.0678 50.9947 32.6075
50.4605 50.5607 118.115
50.8122 50.7764 53.383
50.1802 50.8419 117.802
50.6079 50.4775 110.084
50.3783 50.8663 86.4475
50.461 50.3016 99.8453
50.576 50.1442 129.82
50.2001 50.2795 125.756
50.1906 50.4219 37.384
50.1387 50.8138 59.1223
50.4806 50.067 14.7683
50.3175 50.3146 60.857
50.654 50.4202 149.775
50.8742 50.5497 60.8426
50.542 50.2507 66.271
50.8497 50.8653 13.3403
50.945 50.0153 14.2689
50.7538 50.3729 37.6966
50.8363 50.8581 139.09
50.3481 50.9676 58.5173
50.5641 50.2214 105.675
50.3167 50.705 12.9184
50.091 50.1847 34.6622
50.1565 50.2724 32.8894
50.0353 50.071 4.04049
50.6133 50.2709 84.5413
50.1757 50.8111 3.47968
50.5132 50.9177 134.679
50.7796 50.3655 173.368
50.355 50.8736 132.275
50.4224 50.5142 60.4502
50.1146 50.7868 85.5605
50.1436 50.4865 163.249
50.4396 50.6575 82.9017
50.1159 50.3491 53.6109
50.0051 50.1666 157.426
50.7351 50.0699 26.8608
50.9396 50.8809 58.4411
50.4632 50.7178 77.1208
50.5359 50.9503 89.6474
50.8175 50.7357 28.4759
50.7916 50.0137 130.228
50.4924 50.3374 135.867
50.7065 50.4426 147.887
50.816 50.8162 90.1909
50.1637 50.584 163.642
50.2896 50.3542 59.3627
50.7271 50.6984 50.178
50.8672 50.0853 12.2966
50.9683 50.6251 138.632
50.1454 50.3139 0.118034
50.5595 50.9221 80.1579
50.3493 50.5131 16.0707
50.7638 50.3884 26.6116
50.3851 50.2725 53.8645
50.0115 50.2389 83.1409
50.1408 50.3758 81.471
50.5268 50.5514 59.8272
50.215 50.1491 100.882
50.3286 50.6537 142.453
50.8109 50.6829 50.8616
50.5207 50.5518 86.6923
50.1424 50.3419 155.686
50.2468 50.1865 94.7332
50.3826 50.8443 127.622
50.6851 50.3098 2.60002
50.3236 50.7496 40.1756
50.9554 50.0156 146.231
50.1971 50.2539 80.9379
50.5827 50.5937 174.06
50.4761 50.6218 111.098
50.6176 50.374 125.023
50.3047 50.3788 136.198
50.507 50.615 72.3749
50.198 50.5042 84.6205
50.1392 50.4678 86.3967
50.0422 50.0913 57.3114
50.9954 50.6184 136.04
50.2761 50.534 4.06545
50.8235 50.241 117.379
50.6289 50.1597 136.279
50.3318 50.2363 127.94
50.3273 50.5151 77.7798
50.7988 50.5429 165.21
50.1393 50.9015 49.7307
50.9437 50.065 99.1778
50.0121 50.14 154.087
50.6387 50.8299 125.831
50.1398 50.6689 84.002
50.9259 50.8851 127.253
50.6434 50.2565 126.639
50.7356 50.7638 71.0551
50.0623 50.7003 71.2106
50.8356 50.2442 173.019
50.9067 50.3187 138.104
50.7554 50.5965 25.691
50.0469 50.863 106.643
50.0797 50.2471 152.456
50.0723 50.8146 159.176
50.3702 50.8003 145.921
50.1786 50.6943 118.976
50.9901 50.3835 131.491
50.0762 50.0746 96.2793
50.3848 50.3752 175.126
50.7131 50.3459 43.8759
50.7557 50.8849 62.3831
50.0734 50.5528 75.0041
50.2245 50.4782 89.8749
50.6029 50.2858 97.1227
50.5195 50.4782 104.573
50.3908 50.9206 121.75
50.2915 50.9636 2.94992
50.2221 50.8287 140.191
50.3027 50.8649 166.918
50.7515 50.4423 97.6697
50.8751 50.9775 107.199
50.5865 50.883 142.412
50.5123 50.5499 115.113
50.3311 50.3288 26.714
50.7271 50.3691 109.156
50.0068 50.1389 173.579
50.7205 50.9153 131.021
50.4977 50.6373 87.2502
50.4116 50.2738 159.254
50.9052 50.4577 75.5071
50.5516 50.7904 10.5709
50.4658 50.7745 126.762
50.6763 50.7756 81.8531
50.2258 50.9363 112.108
50.7333 50.8364 107.015
50.3948 50.6182 121.89
50.0173 50.7389 9.84646
50.2433 50.7291 78.5204
50.0015 50.2195 69.8562
50.7244 50.7671 43.3239
50.0355 50.9523 95.4872
50.1604 50.3628 49.9705
50.5807 50.6409 21.3997
50.0313 50.4808 27.7386
50.9266 50.4122 72.6919
50.1532 50.8751 157.92
50.0928 50.3326 124.829
50.1709 50.3459 65.7128
50.3417 50.9154 30.8185
50.1934 50.9662 82.9871
50.7349 50.0868 38.7604
50.5706 50.3236 172.306
50.5904 50.1201 49.8093
50.1457 50.7191 135.926
50.8479 50.1609 76.8475
50.8017 50.2064 118.249
50.2902 50.6858 55.5826
50.9427 50.2389 125.78
50.1399 50.4452 116.288
50.0851 50.512 44.8519
50.3753 50.5897 179.133
50.0384 50.2657 54.3944
50.2061 50.6337 128.805
50.5355 50.0746 27.6047
50.6837 50.3338 151.557
50.948 50.7517 4.89415
50.7441 50.3368 144.243
50.1669 50.6367 25.7835
50.8201 50.1785 32.2877
50.1517 50.4346 158.4
50.4995 50.568 15.7606
50.444 50.7046 176.725
50.3581 50.1153 46.8225
50.9953 50.8375 135.012
50.7646 50.9757 159.044
50.6409 50.9046 145.93
50.606 50.8574 28.2419
50.3234 50.5065 70.7882
50.2807 50.8885 55.0677
50.8271 50.1831 153.189
50.2961 50.0312 66.7779
50.3852 50.8565 166.057
50.2568 50.5783 58.9094
50.4746 50.7431 120.748
50.0639 50.9018 129.766
50.4433 50.1724 74.8692
50.0007 50.5465 101.575
50.0651 50.3867 90.8937
50.8686 50.7485 134.229
50.8479 50.2371 60.7553
50.9641 50.1435 18.6361
50.9086 50.1152 133.986
50.7247 50.1222 177.283
50.2081 50.2497 87.5231
50.2927 50.7165 103.355
50.711 50.1008 56.4977
50.9283 50.8929 107.767
50.4966 50.8257 146.841
50.1412 50.6047 142.303
50.7486 50.0098 34.8123
50.3848 50.4388 160.613
50.9303 50.6024 131.216
50.8944 50.3618 36.664
50.5303 50.9272 37.7908
50.982 50.4164 48.3594
50.7307 50.5341 67.5204
50.3824 50.2172 152.127
50.0717 50.3625 19.7256
50.9136 50.0405 41.0273
50.3512 50.891 87.1132
50.2094 50.3182 161.871
50.007 50.1739 138.193
50.1756 50.5073 52.8844
50.8733 50.8235 179.788
50.3745 50.5081 134.73
50.3999 50.9317 76.9835
50.0422 50.1576 65.0433
50.0589 50.8434 160.197
50.0589 50.2025 15.7265
50.5731 50.437 15.9862
50.7757 50.7339 26.1409
50.6158 50.7982 147.642
50.3686 50.8099 10.9224
50.0908 50.8056 98.4566
50.8951 50.1869 149.843
50.0626 50.6 10.813
50.2335 50.2197 46.6651
50.5993 50.6949 165.983
50.6556 50.6336 72.3237
50.3578 50.454 151.008
50.39 50.8897 146.061
50.8223 50.8649 60.974
50.0633 50.2669 16.6626
50.6713 50.9449 118.136
50.4164 50.2416 63.1785
50.6997 50.4887 147.667
50.33 50.0941 149.717
50.4267 50.2569 109.061
50.5771 50.9614 11.4081
50.7194 50.902 35.1332
50.8977 50.8216 119.87
50.6567 50.5355 26.6471
50.6154 50.3739 78.9719
50.5992 50.878 20.8644
50.9857 50.8573 79.4891
50.8316 50.2926 91.9685
50.7512 50.3803 47.928
50.2626 50.5826 79.7617
50.4465 50.9787 142.445
50.2115 50.9486 10.5392
50.0239 50.2085 52.9714
50.366 50.8501 169.517
50.0638 50.4096 170.541
50.2229 50.0476 1.30014
50.22 50.6734 23.7339
50.7043 50.3849 65.1894
50.9626 50.0876 46.019
50.4126 50.7039 134.636
50.0374 50.7813 57.0542
50.4144 50.0879 62.8876
50.1294 50.3043 170.319
50.7701 50.8213 20.6609
50.2033 50.5926 1.92443
50.2718 50.6609 36.135
50.6857 50.1073 80.4591
50.127 50.5198 46.2193
50.1599 50.4217 100.565
50.3007 50.7356 61.2314
50.0447 50.4082 57.9926
50.3583 50.0542 134.731
50.0797 50.2925 74.9823
50.6998 50.2291 143.817
50.7608 50.3408 41.5857
50.7088 50.4064 170.097
50.6537 50.1034 140.544
50.6975 50.1078 37.1416
50.9335 50.2047 7.29487
50.5424 50.0044 103.661
50.4461 50.8465 106.815
50.0533 50.6876 23.1551
50.9415 50.039 126.982
50.7658 50.7011 71.0578
50.8935 50.4697 110.806
50.1307 50.8353 80.419
50.9216 50.7704 38.717
50.1413 50.113 40.4484
50.2219 50.222 80.4694
50.3097 50.8182 105.71
50.8712 50.7355 126.378
50.8543 50.1339 23.1303
50.4574 50.2895 120.757
50.2317 50.209 109.777
50.6123 50.995 178.159
50.7228 50.8284 65.7996
50.1461 50.7825 116.36
50.9915 50.775 174.68
50.1459 50.7181 51.7456
50.6031 50.4681 102.354
50.9153 50.4166 15.9808
50.7675 50.3721 87.9306
50.2929 50.6122 152.848
50.6386 50.4979 165.895
50.3472 50.0221 8.69675
50.7962 50.9709 133.498
50.2788 50.7141 17.6602
50.914 50.7847 27.3266
50.4211 50.9548 34.1077
50.2734 50.0538 26.7173
50.0805 50.7115 12.6036
50.5241 50.7782 12.8689
50.6613 50.4349 70.953
50.6044 50.9963 23.0039
50.198 50.8878 10.8303
50.0833 50.5858 6.82572
50.1035 50.3992 96.788
50.2159 50.3857 164.481
50.3621 50.5417 32.909
50.3415 50.8513 173.58
50.5367 50.8876 134.948
50.1397 50.0046 142.426
50.514 50.231 126.653
50.6507 50.8682 62.6002
50.3306 50.2938 2.40048
50.2797 50.8578 27.1984
50.5525 50.061 152.319
50.9628 50.3011 41.9783
50.9351 50.8421 140.362
50.5076 50.5824 105.563
50.4205 50.8331 27.9435
50.1093 50.5232 99.5075
50.1637 50.1494 10.8459
50.4325 50.4899 0.946252
50.2614 50.3426 2.42193
50.7008 50.8492 75.7034
50.811 50.9899 77.974
50.9622 50.4352 37.3395
50.2024 50.756 169.976
50.8605 50.4067 171.25
50.4692 50.7073 88.3185
50.3657 50.6138 117.621
50.214 50.5587 172.135
50.8838 50.9713 113.725
50.4059 50.4438 1.22467
50.3348 50.7695 116.299
50.448 50.9403 176.146
50.4922 50.4417 143.578
50.1205 50.8274 134.332
50.5868 50.303 105.316
50.5749 50.2065 10.2787
50.2295 50.989 145.15
50.043 50.5424 47.6451
50.5091 50.5821 8.20509
50.8758 50.484 34.9579
50.9813 50.9026 113.006
50.369 50.9284 161.732
50.0521 50.0881 42.9516
50.3344 50.8543 2.71363
50.2585 50.7213 15.9306
50.862 50.1667 81.2823
50.2838 50.5477 174.859
50.1488 50.8683 87.9157
50.5909 50.0034 87.4001
50.7314 50.537 177.572
50.5016 50.0497 19.8833
50.4715 50.1651 81.9936
50.6169 50.115 14.8627
50.019 50.0872 74.5426
50.442 50.8562 43.296
50.8434 50.3748 3.42253
50.7461 50.1644 3.59125
50.5853 50.7991 122.689
50.2981 50.5351 31.4472
50.5323 50.2122 123.19
50.3882 50.2296 103.524
50.1308 50.2849 13.752
50.3893 50.8705 110.112
50.3668 50.6451 111.072
50.3377 50.1655 170.096
50.51 50.9537 84.5828
50.9329 50.7917 88.9697
50.0137 50.2402 78.8186
50.888 50.9132 112.258
50.4692 50.8242 65.2761
50.6668 50.3483 22.2784
50.4664 50.0401 98.4099
50.9628 50.1846 7.56414
50.4456 50.3957 174.632
50.6694 50.7302 19.7378
50.495 50.9254 120.985
50.4234 50.3188 178.521
50.7544 50.3256 68.0745
50.5684 50.7324 73.7912
50.6137 50.972 154.109
50.3849 50.2731 150.203
50.4922 50.4707 26.1428
50.1003 50.303 177.022
50.0777 50.2625 65.3106
50.6433 50.0963 4.44319
50.3117 50.9542 162.954
50.7284 50.6557 110.919
50.2136 50.7077 33.7481
50.8938 50.0581 58.1457
50.8535 50.1216 135.008
50.4727 50.3025 108.418
50.2124 50.6958 53.2839
50.1918 50.3232 168.005
50.6676 50.7514 175.103
50.4279 50.3026 153.832
50.3971 50.7344 115.396
50.8652 50.3907 178.86
50.3148 50.0404 62.249
50.8301 50.8219 58.9868
50.9167 50.6292 12.9285
50.6787 50.3594 27.6298
50.0496 50.814 159.738
50.012 50.2498 9.6171
50.3518 50.3738 126.03
50.4415 50.8791 36.618
50.1061 50.2353 109.888
50.5958 50.535 117.362
50.7587 50.3059 52.9542
50.5185 50.7203 164.051
50.3238 50.225 20.9019
50.3242 50.0406 59.3588
50.1087 50.585 159.495
50.8986 50.5354 135.93
50.4167 50.0241 36.0308
50.2266 50.5582 13.8849
50.4198 50.5776 151.385
50.6744 50.8111 13.6536
50.5711 50.1059 128.788
50.3176 50.6886 157.78
50.0032 50.4294 61.0084
50.7857 50.7711 118.521
50.3906 50.2379 22.0736
50.2094 50.6222 106.626
50.9666 50.5148 169.4
50.231 50.5591 15.1204
50.8245 50.1754 101.435
50.8135 50.949 116.924
50.1986 50.0825 65.9908
50.9844 50.2802 40.9514
50.1359 50.9017 77.5587
50.5611 50.0144 85.9405
50.834 50.0579 57.683
50.3858 50.7268 174.106
50.9702 50.6265 153.286
50.2888 50.3774 41.4604
50.9839 50.0073 124.82
