CenterX   CenterY
60.1692 60.4305
60.4162 60.7288
60.4065 60.9518
60.912 60.9514
60.346 60.2902
60.8867 60.21
60.1309 60.5205
60.9055 60.4025
60.2158 60.0787
60.9331 60.6029
60.3775 60.6649
60.7922 60.3335
60.6927 60.2038
60.9587 60.7118
60.1669 60.4428
60.633 60.93
60.5293 60.6265
60.6808 60.9232
60.1528 60.4057
60.3125 60.6939
60.8907 60.4907
60.8058 60.3264
60.5499 60.3888
60.8968 60.6761
60.8284 60.1101
60.2792 60.7676
60.2161 60.0341
60.4366 60.9369
60.2621 60.5697
60.3596 60.0268
60.5004 60.827
60.259 60.0459
60.2465 60.6607
60.3294 60.6595
60.013 60.7181
60.3911 60.0335
60.406 60.7163
60.9213 60.984
60.9834 60.8963
60.8657 60.801
60.555 60.4189
60.1271 60.6546
60.864 60.2746
60.8402 60.0708
60.3788 60.2682
60.1529 60.631
60.3164 60.9591
60.4987 60.7386
60.0128 60.6054
60.5765 60.8074
60.655 60.8782
60.9024 60.1522
60.1926 60.791
60.0607 60.3898
60.3 60.7342
60.1042 60.7926
60.7827 60.5324
60.2534 60.071
60.6258 60.0247
60.062 60.1296
60.4506 60.6723
60.8561 60.4984
60.0488 60.3138
60.6416 60.7864
60.2892 60.4979
60.8184 60.5951
60.5364 60.3309
60.4117 60.794
60.3432 60.4626
60.3678 60.6796
60.5678 60.6518
60.4911 60.3985
60.4775 60.0666
60.411 60.9691
60.7807 60.729
60.7657 60.7566
60.8433 60.7702
60.9787 60.1114
60.3961 60.4921
60.2581 60.037
60.9744 60.7264
60.148 60.1479
60.7048 60.381
60.0764 60.4108
60.143 60.7989
60.9302 60.0047
60.65 60.6785
60.2536 60.8432
60.294 60.0269
60.0933 60.7979
60.7114 60.7834
60.6239 60.8254
60.035 60.4055
60.2497 60.4809
60.8808 60.2807
60.5991 60.0262
60.1552 60.8339
60.1949 60.8298
60.3381 60.6711
60.0524 60.7343
60.4995 60.9433
60.2898 60.3766
60.1138 60.9649
60.4325 60.0846
60.7167 60.5068
60.3281 60.7535
60.836 60.2537
60.5344 60.4352
60.1577 60.6005
60.9375 60.1078
60.9 60.5505
60.4274 60.1524
60.2475 60.4474
60.5328 60.3547
60.7731 60.8817
60.7341 60.4064
60.6042 60.6411
60.1275 60.4962
60.3105 60.5786
60.9436 60.4269
60.0331 60.9294
60.925 60.3583
60.26 60.7869
60.5116 60.5625
60.6848 60.0924
60.8726 60.9429
60.0966 60.8459
60.9094 60.0113
60.5237 60.6503
60.3851 60.6493
60.7629 60.5757
60.6319 60.2782
60.8398 60.4268
60.6316 60.8335
60.2702 60.4008
60.5543 60.4439
60.0904 60.7444
60.0326 60.4297
60.0373 60.9758
60.5223 60.9096
60.3832 60.8845
60.255 60.909
60.8946 60.3985
60.625 60.5676
60.8945 60.2142
60.0039 60.8806
60.2351 60.2449
60.6409 60.3045
60.8256 60.8837
60.9454 60.3908
60.8013 60.1571
60.6252 60.699
60.0859 60.5312
60.8886 60.2637
60.2348 60.8397
60.4955 60.1524
60.2308 60.658
60.5629 60.2918
60.6223 60.7159
60.2807 60.4123
60.3622 60.7814
60.1355 60.9021
60.2896 60.4996
60.7836 60.6771
60.1498 60.6966
60.129 60.9459
60.8864 60.515
60.6794 60.9768
60.1255 60.7522
60.8271 60.7814
60.1909 60.4286
60.0145 60.3253
60.1347 60.4505
60.5723 60.792
60.4197 60.5325
60.9257 60.8991
60.5448 60.9011
60.0518 60.8086
60.3349 60.2287
60.8224 60.3482
60.1655 60.0281
60.9554 60.6803
60.8606 60.9391
60.6802 60.9174
60.2567 60.8856
60.92 60.3001
60.0734 60.7674
60.085 60.7288
60.4479 60.6512
60.1695 60.5314
60.6338 60.0141
60.4704 60.8863
60.114 60.4425
60.6595 60.2948
60.9504 60.6943
60.2068 60.5548
60.8793 60.5579
60.7523 60.8949
60.8418 60.1309
60.1892 60.1536
60.0289 60.0091
60.5965 60.609
60.9189 60.7336
60.3011 60.4956
60.2582 60.7329
60.1168 60.746
60.8098 60.7452
60.3371 60.5843
60.469 60.0873
60.8287 60.6859
60.2673 60.9695
60.1838 60.2999
60.4112 60.2365
60.1951 60.7054
60.1805 60.5223
60.2962 60.4628
60.9252 60.2159
60.001 60.9066
60.68 60.515
60.5221 60.1029
60.9969 60.359
60.6252 60.3934
60.0077 60.5453
60.5091 60.2468
60.0454 60.8417
60.0482 60.3163
60.7834 60.9724
60.5865 60.778
60.7277 60.651
60.6646 60.9388
60.5351 60.3984
60.6705 60.4405
60.1329 60.4392
60.5476 60.3951
60.3983 60.7513
60.5224 60.4904
60.0887 60.2509
60.4476 60.638
60.7094 60.9926
60.9322 60.0922
60.9535 60.1628
60.9705 60.597
60.2402 60.0703
60.3 60.8135
60.0767 60.3545
60.132 60.1582
60.0621 60.7018
60.0865 60.6168
60.1738 60.6514
60.4987 60.2845
60.8306 60.8184
60.9382 60.0003
60.6404 60.0074
60.1064 60.1068
60.3671 60.2396
60.3461 60.2496
60.3871 60.421
60.6401 60.7876
60.27 60.844
60.7405 60.8261
60.1822 60.0654
60.6104 60.7016
60.1116 60.0958
60.5978 60.8122
60.8146 60.0894
60.7313 60.9039
60.4522 60.0707
60.2413 60.7319
60.0405 60.4245
60.5402 60.9538
60.2089 60.1163
60.6462 60.1084
60.9835 60.2483
60.6064 60.8167
60.8301 60.489
60.7607 60.9151
60.901 60.2142
60.5471 60.7847
60.1944 60.7469
60.4756 60.5833
60.2605 60.0848
60.2981 60.9171
60.4705 60.2695
60.763 60.7722
60.0213 60.88
60.7982 60.3242
60.669 60.2963
60.93 60.282
60.1689 60.7452
60.4771 60.6534
60.9666 60.313
60.0764 60.7914
60.3654 60.5851
60.1833 60.0769
60.1537 60.8269
60.301 60.3839
60.6507 60.8174
60.7663 60.3742
60.1899 60.6465
60.0036 60.2829
60.6386 60.5921
60.3253 60.989
60.1232 60.7359
60.1566 60.4346
60.8322 60.3599
60.0762 60.5569
60.2739 60.1321
60.6997 60.4859
60.1827 60.1012
60.2016 60.1347
60.3238 60.9505
60.5321 60.2477
60.4373 60.6691
60.5477 60.6091
60.8631 60.3807
60.749 60.1567
60.0581 60.3397
60.8172 60.3775
60.9726 60.6053
60.3382 60.928
60.8984 60.8507
60.2568 60.2855
60.7799 60.7014
60.4925 60.9677
60.4762 60.9949
60.4906 60.5035
60.7688 60.3881
60.4533 60.1329
60.7585 60.5652
60.6486 60.7981
60.2204 60.8579
60.9047 60.292
60.7259 60.3394
60.2727 60.1703
60.664 60.5359
60.8291 60.2674
60.1762 60.4312
60.4757 60.7852
60.1307 60.0514
60.6275 60.0291
60.1362 60.6946
60.5157 60.5426
60.8085 60.7937
60.5019 60.2766
60.1197 60.8866
60.9703 60.9425
60.6381 60.0906
60.0747 60.1825
60.0317 60.7249
60.1442 60.6359
60.7898 60.5663
60.3774 60.8216
60.3049 60.3194
60.785 60.5037
60.261 60.7325
60.1629 60.9211
60.2222 60.0836
60.0737 60.7696
60.8177 60.7404
60.7582 60.9612
60.4664 60.787
60.4226 60.9437
60.0013 60.9813
60.5702 60.3465
60.5575 60.2998
60.1591 60.6653
60.6842 60.7924
60.3486 60.2501
60.345 60.3286
60.9275 60.7561
60.2882 60.6062
60.766 60.8462
60.902 60.5957
60.0685 60.218
60.8694 60.4142
60.6612 60.7835
60.2479 60.5544
60.2296 60.0069
60.7666 60.0218
60.3931 60.2525
60.2042 60.6623
60.9147 60.0069
60.7464 60.7997
60.9078 60.9746
60.1199 60.519
60.822 60.637
60.9539 60.9469
60.9666 60.0673
60.4375 60.3208
60.1341 60.1346
60.8059 60.5248
60.9443 60.9883
60.4099 60.3712
60.2269 60.446
60.2662 60.4591
60.4329 60.2596
60.1337 60.4192
60.5069 60.3243
60.6847 60.4431
60.4357 60.793
60.8156 60.7521
60.7893 60.5013
60.5552 60.6307
60.098 60.2457
60.6157 60.305
60.767 60.2672
60.0395 60.2966
60.5564 60.9691
60.6891 60.7179
60.559 60.5334
60.8757 60.3931
60.4581 60.2082
60.7573 60.5467
60.3574 60.701
60.1092 60.0066
60.5973 60.6592
60.58 60.91
60.636 60.5256
60.2596 60.0512
60.732 60.1643
60.2804 60.2594
60.5471 60.5413
60.7881 60.8696
60.7875 60.9694
60.1805 60.9306
60.0452 60.2406
60.0089 60.6716
60.9048 60.5724
60.1555 60.5024
60.5677 60.1883
60.3242 60.716
60.5529 60.1423
60.3804 60.3966
60.5767 60.0194
60.5776 60.9322
60.1069 60.7321
60.9705 60.6089
60.7197 60.3028
60.459 60.048
60.3854 60.3617
60.2876 60.8167
60.4505 60.8066
60.7902 60.283
60.0683 60.0549
60.6375 60.4243
60.9055 60.4173
60.1541 60.54
60.9371 60.661
60.3947 60.259
60.8479 60.9451
60.377 60.0673
60.1816 60.5757
60.1859 60.2914
60.4617 60.347
60.3182 60.4599
60.2359 60.0278
60.6585 60.1588
60.8027 60.4086
60.3274 60.746
60.7464 60.174
60.1175 60.174
60.6274 60.8419
60.5101 60.1658
60.7143 60.907
60.2185 60.871
60.2118 60.8367
60.8593 60.5234
60.4774 60.8899
60.0651 60.5095
60.6208 60.7336
60.23 60.0219
60.139 60.7695
60.9698 60.3868
60.9934 60.3264
60.1372 60.3848
60.5626 60.6338
60.5416 60.315
60.1593 60.1526
60.137 60.7098
60.4649 60.1133
60.7009 60.18
60.8037 60.514
60.5484 60.2078
60.7846 60.5265
60.571 60.422
60.7212 60.0731
60.5949 60.862
60.4488 60.6526
60.3035 60.6074
60.2789 60.7996
60.7962 60.9541
60.4443 60.4569
60.5998 60.8426
60.0312 60.1873
60.9436 60.9479
60.453 60.8108
60.9289 60.6727
60.3723 60.4057
60.4388 60.6786
60.4651 60.9533
60.3547 60.339
60.8959 60.5454
60.7493 60.1249
60.4532 60.0747
60.6633 60.7037
60.919 60.6601
60.6901 60.8537
60.4679 60.4585
60.8061 60.8248
60.1904 60.0257
60.0568 60.1429
60.1714 60.6258
60.0295 60.4723
60.6784 60.1148
60.2361 60.2891
60.1728 60.3237
60.8011 60.2996
60.7756 60.5528
60.5547 60.7306
60.7736 60.9008
60.1382 60.7941
60.1894 60.029
60.1274 60.1337
60.1283 60.9353
60.2732 60.9427
60.6382 60.8725
60.3671 60.2362
60.1873 60.5456
60.2551 60.3058
60.0155 60.5875
60.9626 60.8498
60.0079 60.634
60.3593 60.1141
60.5408 60.4164
60.5171 60.8861
60.1494 60.4347
60.059 60.381
60.7224 60.0951
60.6672 60.2964
60.5986 60.1519
60.4364 60.0127
60.229 60.2637
60.5114 60.2151
60.3461 60.7478
60.4136 60.0558
60.39 60.4745
60.8253 60.3036
60.8218 60.5657
60.0544 60.26
60.5891 60.4797
60.1987 60.239
60.7802 60.6173
60.1441 60.7161
60.4015 60.4624
60.7073 60.4012
60.0144 60.0746
60.5911 60.446
60.9266 60.0949
60.3754 60.546
60.1117 60.9045
60.6333 60.9054
60.6306 60.0142
60.3165 60.1119
60.6295 60.0607
60.674 60.4774
60.3055 60.5163
60.707 60.8136
60.3158 60.3113
60.345 60.6663
60.8611 60.7618
60.8758 60.8712
60.1728 60.8502
60.9596 60.7702
60.875 60.0674
60.6468 60.3241
60.6403 60.8798
60.3736 60.7667
60.1681 60.5197
60.6275 60.7139
60.3064 60.2637
60.916 60.615
60.0932 60.6277
60.192 60.777
60.8645 60.3336
60.1354 60.7655
60.3186 60.2524
60.2001 60.069
60.5519 60.4038
60.7501 60.4872
60.3848 60.0614
60.2137 60.5439
60.4106 60.901
60.0563 60.4435
60.5378 60.1341
60.5409 60.8574
60.198 60.1556
60.0614 60.6611
60.0186 60.2911
60.9738 60.7646
60.2437 60.6821
60.1379 60.6298
60.857 60.8998
60.3484 60.4863
60.6795 60.7041
60.4609 60.3643
60.2803 60.0762
60.4446 60.1657
60.3987 60.9206
60.5113 60.9141
60.0919 60.993
60.0964 60.3131
60.7854 60.6024
60.4659 60.2981
60.1332 60.295
60.1666 60.3171
60.1098 60.8321
60.9716 60.2183
60.7061 60.039
60.6163 60.6694
60.0372 60.0033
60.1425 60.8624
60.276 60.5317
60.5222 60.5676
60.333 60.4134
60.4143 60.9839
60.0577 60.3965
60.7913 60.5942
60.3096 60.9018
60.0931 60.319
60.887 60.6574
60.6845 60.4739
60.1412 60.9509
60.8826 60.4374
60.835 60.3251
60.3676 60.7948
60.0993 60.9518
60.0015 60.2954
60.0485 60.4427
60.7898 60.9135
60.5333 60.8041
60.5627 60.7509
60.0092 60.4768
60.2503 60.3079
60.9669 60.2088
60.5205 60.2255
60.5672 60.9982
60.1319 60.9547
60.1239 60.1862
60.6465 60.1282
60.0813 60.6592
60.0274 60.9852
60.5393 60.3738
60.7067 60.9474
60.3823 60.6929
60.6021 60.7753
60.5918 60.3762
60.8506 60.2257
60.797 60.9969
60.2813 60.7104
60.6646 60.4148
60.4983 60.9491
60.9532 60.7329
60.3847 60.0401
60.5829 60.5647
60.3552 60.8802
60.6245 60.624
60.2957 60.0747
60.2937 60.2347
60.3459 60.8485
60.1604 60.1579
60.5087 60.6033
60.1614 60.6355
60.8439 60.7823
60.2646 60.3147
60.1832 60.4475
60.3267 60.2798
60.9318 60.3997
60.3794 60.5928
60.0685 60.2052
60.7236 60.5751
60.2002 60.8435
60.4237 60.5448
60.528 60.1851
60.0817 60.4641
60.0306 60.435
60.5579 60.6388
60.0342 60.7099
60.1693 60.5934
60.6081 60.7724
60.0563 60.8547
60.3843 60.3996
60.3254 60.5554
60.2954 60.3661
60.349 60.6302
60.6644 60.9921
60.9444 60.3503
60.193 60.9196
60.2887 60.5509
60.9193 60.09
60.2577 60.427
60.5777 60.8995
60.2182 60.967
60.434 60.7848
60.5252 60.3313
60.4316 60.7179
60.9162 60.89
60.1347 60.1199
60.8935 60.6531
60.0403 60.5047
60.8945 60.3857
60.2921 60.234
60.2009 60.3803
60.5948 60.2684
60.6224 60.8046
60.104 60.7292
60.6486 60.4747
60.9329 60.0964
60.5991 60.2336
60.0323 60.5799
60.8422 60.5569
60.8399 60.205
60.6213 60.174
60.2895 60.0185
60.7015 60.9521
60.749 60.7567
60.5421 60.2821
60.2449 60.2863
60.9631 60.2307
60.5373 60.205
60.434 60.1422
60.3756 60.7936
60.8128 60.9038
60.5404 60.8179
60.7084 60.0432
60.1459 60.2333
60.2467 60.1703
60.2351 60.2755
60.9516 60.3467
60.2973 60.4044
60.3022 60.7573
60.3597 60.1249
60.6172 60.3555
60.3629 60.0685
60.8672 60.4579
60.0776 60.9049
60.2817 60.6139
60.6619 60.2
60.96 60.6651
60.5413 60.869
60.557 60.0214
60.4827 60.808
60.736 60.5723
60.009 60.7183
60.4494 60.6596
60.7532 60.8047
60.0292 60.7798
60.5674 60.0761
60.2516 60.1335
60.5645 60.541
60.0689 60.9884
60.2511 60.3155
60.3007 60.042
60.5279 60.256
60.4087 60.9475
60.9193 60.1212
60.5919 60.3597
60.7193 60.5236
60.2608 60.4931
60.8558 60.7244
60.1991 60.1573
60.3705 60.8623
60.6848 60.6342
60.1413 60.0793
60.8761 60.4204
60.4877 60.4603
60.5157 60.272
60.2316 60.8995
60.9087 60.6036
60.3652 60.5986
60.6685 60.8946
60.0873 60.539
60.4284 60.6172
60.5589 60.2259
60.1045 60.01
60.0592 60.3227
60.7795 60.3355
60.6196 60.9929
60.648 60.5398
