CenterX   CenterY   Theta
50.0829 50.6332 55.9762
50.4664 50.2111 0.26023
50.7976 50.368 2.72476
50.715 50.2186 123.969
50.246 50.2661 23.7727
50.3442 50.7544 160.063
50.7104 50.2465 81.2501
50.9312 50.6157 46.4922
50.6311 50.6955 72.6588
50.1935 50.3071 124.732
50.6304 50.2498 7.81596
50.5315 50.1762 93.9424
50.8713 50.6136 48.8578
50.8545 50.1575 46.6954
50.6706 50.226 148.674
50.3241 50.4884 137.47
50.7377 50.636 44.8454
50.7343 50.3395 54.4982
50.1271 50.0101 166.487
50.91 50.3821 126.251
50.6723 50.1277 36.1744
50.9028 50.8918 67.9827
50.2502 50.6027 112.581
50.0197 50.8197 93.23
50.9094 50.1186 170.307
50.927 50.0948 74.7463
50.3229 50.8463 170.631
50.7292 50.6838 115.454
50.3159 50.7321 28.3767
50.7601 50.0919 174.178
50.609 50.895 34.9464
50.9881 50.2413 40.2158
50.402 50.7809 151.058
50.4095 50.4024 138.915
50.2491 50.8657 122.793
50.9774 50.1855 38.9129
50.3129 50.752 66.1926
50.6045 50.3834 99.0878
50.3854 50.6654 2.64855
50.8131 50.3499 128.793
50.9589 50.5074 119.91
50.4295 50.8495 117.762
50.5043 50.3685 123.345
50.0992 50.0476 156.48
50.6519 50.6105 75.9502
50.5037 50.1641 16.771
50.6853 50.1427 95.1681
50.0036 50.4251 40.3814
50.6599 50.5031 108.01
50.2002 50.1374 4.28203
50.9395 50.6955 99.762
50.2954 50.0426 153.677
50.5967 50.0185 167.974
50.0098 50.641 141.963
50.5265 50.2912 113.099
50.4255 50.5464 34.3435
50.7445 50.2129 18.022
50.8964 50.8223 158.901
50.0881 50.7002 30.6404
50.833 50.7281 139.661
50.7635 50.0571 109.773
50.8985 50.5161 91.1109
50.2556 50.9716 104.602
50.9684 50.0414 33.9531
50.5198 50.6409 61.3316
50.6483 50.3554 153.077
50.5428 50.6731 46.1831
50.1213 50.0406 159.83
50.7532 50.8021 79.453
50.0752 50.1542 44.5039
50.0792 50.8532 28.2918
50.6167 50.5284 34.4196
50.7598 50.615 27.3714
50.4546 50.6821 50.6266
50.6249 50.9417 102.025
50.6931 50.9786 161.841
50.6485 50.9829 29.4867
50.5098 50.6273 144
50.4178 50.0548 93.446
50.1345 50.367 125.392
50.1296 50.7858 9.05562
50.8156 50.8669 35.4414
50.6074 50.9967 7.62738
50.1388 50.223 104.942
50.6711 50.7232 90.7989
50.6446 50.0364 34.8933
50.7495 50.3082 134.829
50.852 50.0994 107.6
50.7206 50.5687 42.3198
50.9106 50.9506 92.9368
50.7071 50.7988 35.9441
50.1068 50.6186 4.00031
50.0376 50.1154 147.366
50.3769 50.2292 66.2652
50.1745 50.7748 59.4055
50.3158 50.7246 105.292
50.7778 50.3596 33.2519
50.5737 50.4831 75.8928
50.3173 50.9726 46.4801
50.5671 50.3521 56.1653
50.0094 50.6681 159.424
50.4213 50.8586 170.639
50.3761 50.2033 32.2505
50.3063 50.8503 94.6085
50.8284 50.1069 111.086
50.5668 50.2609 0.41546
50.2873 50.8213 161.121
50.9958 50.0084 131.912
50.0846 50.6333 144.916
50.83 50.5672 46.8078
50.7845 50.1692 49.3665
50.0049 50.3976 4.77928
50.8547 50.2049 154.863
50.0561 50.2235 8.15049
50.751 50.6981 165.382
50.9089 50.8055 179.942
50.8008 50.3229 4.52603
50.7328 50.4728 70.6659
50.86 50.0575 69.2181
50.1418 50.0457 125.639
50.9135 50.3835 43.7599
50.9071 50.702 161.215
50.948 50.9367 179.422
50.3969 50.6599 148.131
50.6224 50.7005 88.1127
50.5088 50.7797 7.28744
50.901 50.732 110.841
50.7552 50.2845 37.1248
50.6522 50.9281 144.823
50.3504 50.2702 134.031
50.723 50.8567 165.387
50.269 50.6882 111.239
50.0716 50.1884 60.4025
50.311 50.4202 15.793
50.5599 50.6676 20.7543
50.3157 50.9808 159.457
50.0228 50.8633 44.0989
50.4336 50.1354 38.808
50.7747 50.0872 72.068
50.5901 50.1965 125.426
50.593 50.4642 43.4079
50.4128 50.7705 6.361
50.6076 50.0795 74.7678
50.9855 50.8426 9.43247
50.7275 50.115 87.3686
50.8686 50.0167 147.404
50.7839 50.1937 164.312
50.6837 50.8884 128.317
50.4849 50.8332 16.3344
50.0255 50.3357 87.6461
50.2254 50.5547 122.607
50.8349 50.8959 78.7676
50.3997 50.4401 55.7327
50.447 50.9644 83.2227
50.496 50.0215 34.6113
50.8981 50.3893 18.3683
50.3497 50.1785 44.8364
50.641 50.9758 165.719
50.0538 50.9031 34.1999
50.9926 50.3265 40.9578
50.9437 50.8108 166.4
50.7185 50.8793 155.711
50.3574 50.1363 145.04
50.6811 50.4314 170.481
50.9512 50.0321 49.71
50.0678 50.8269 71.3382
50.5812 50.3435 174.818
50.6034 50.6676 155.399
50.4201 50.0734 156.851
50.6947 50.8414 121.724
50.7014 50.8954 105.735
50.3252 50.9949 37.3569
50.2863 50.8331 138.645
50.2006 50.7648 110.866
50.9643 50.5037 86.1663
50.5857 50.9796 62.8378
50.261 50.5899 134.169
50.082 50.375 15.6615
50.3182 50.4532 28.9946
50.0599 50.4449 51.3493
50.1992 50.5098 3.50612
50.8301 50.2004 76.7814
50.7331 50.5268 48.4737
50.7678 50.9544 21.1837
50.0249 50.422 11.5891
50.1256 50.0924 41.8841
50.2112 50.6098 71.0149
50.7267 50.9613 135.039
50.0787 50.868 65.2988
50.797 50.7864 59.6439
50.95 50.8285 113.243
50.2956 50.617 177.931
50.344 50.2396 0.0714791
50.9093 50.6275 141.521
50.7487 50.6169 33.0123
50.8436 50.716 117.324
50.6128 50.8738 142.682
50.7244 50.4092 179.578
50.6238 50.3532 32.8902
50.3209 50.2556 169.395
50.8929 50.9881 171.445
50.8742 50.1622 26.4039
50.6498 50.7901 13.0143
50.2445 50.0107 41.8575
50.2549 50.9122 66.1584
50.038 50.6508 146.946
50.0838 50.0115 65.8108
50.4128 50.416 83.4077
50.466 50.5482 95.8844
50.5077 50.7811 52.1937
50.5505 50.5747 36.7005
50.5552 50.2141 98.8482
50.0698 50.8604 37.5089
50.2386 50.3806 51.726
50.7505 50.3189 19.3265
50.8061 50.2521 90.7029
50.0399 50.6242 69.7395
50.3083 50.332 167.687
50.468 50.0001 130.64
50.3995 50.0229 114.794
50.4394 50.5918 111.237
50.4541 50.0491 129.545
50.7401 50.4048 9.25425
50.948 50.8774 148.977
50.4486 50.8845 153.669
50.6477 50.5068 13.6841
50.3624 50.2311 154.832
50.6344 50.7315 28.144
50.9496 50.4004 110.05
50.7985 50.6864 0.00870202
50.5027 50.9856 1.26067
50.0409 50.1034 108.613
50.0462 50.4219 64.0554
50.6977 50.363 58.4199
50.6775 50.5833 43.2819
50.3749 50.2047 46.5556
50.8473 50.427 118.257
50.5313 50.937 60.016
50.3609 50.7465 155.507
50.0221 50.8495 145.373
50.5428 50.4338 108.439
50.3351 50.7781 17.4096
50.452 50.7619 112.65
50.0015 50.0172 82.2337
50.2216 50.3714 79.4218
50.0607 50.364 67.8364
50.3012 50.9184 85.9231
50.1804 50.297 149.274
50.6181 50.6636 110.917
50.2613 50.8725 0.966263
50.3653 50.592 166.471
50.458 50.4242 117.893
50.7642 50.3796 81.7324
50.6438 50.7352 114.088
50.7829 50.0345 18.1552
50.0417 50.1605 150.301
50.5594 50.172 168.984
50.5422 50.8303 57.1399
50.2327 50.702 93.5611
50.2861 50.0277 27.5045
50.7839 50.5188 75.0281
50.1085 50.6314 22.812
50.5806 50.1845 89.084
50.3354 50.2068 18.9298
50.1536 50.8733 130.387
50.0036 50.8104 44.212
50.8859 50.8393 64.0021
50.3152 50.1542 69.9162
50.3054 50.8212 50.3788
50.8515 50.1953 63.9004
50.346 50.5856 82.1251
50.0384 50.38 98.3677
50.0683 50.2132 138.942
50.6304 50.8087 3.8682
50.0118 50.3988 37.7452
50.5879 50.8227 134.834
50.9291 50.5245 96.9562
50.6673 50.8713 32.6385
50.6991 50.1889 35.9669
50.771 50.5299 0.848635
50.9554 50.8773 157.016
50.494 50.5311 5.80693
50.7502 50.7584 105.041
50.3701 50.492 94.8928
50.4487 50.1424 117.494
50.6747 50.7498 55.0667
50.8043 50.3 49.3356
50.2705 50.7635 57.3435
50.357 50.6755 6.03688
50.15 50.4216 38.3209
50.7601 50.6433 151.136
50.2078 50.4383 131.782
50.1048 50.4446 88.2995
50.6944 50.9308 27.9271
50.0527 50.6087 43.7293
50.5583 50.6785 83.9709
50.6584 50.8083 154.159
50.7109 50.2633 53.2993
50.1858 50.5994 140.094
50.0958 50.41 113.624
50.7653 50.5156 8.42208
50.4406 50.7813 178.406
50.8493 50.06 138.011
50.7249 50.7547 36.2577
50.3238 50.5971 175.88
50.4514 50.4963 174.898
50.763 50.9798 36.5096
50.0317 50.1581 129.547
50.7773 50.645 60.8516
50.6547 50.0457 156.147
50.103 50.947 68.3096
50.1345 50.3129 161.763
50.7808 50.193 31.3093
50.8933 50.7708 142.581
50.2136 50.1934 116.413
50.1113 50.5059 123.286
50.157 50.3734 145.507
50.9093 50.1607 132.831
50.5557 50.1879 124.203
50.2998 50.6323 42.441
50.4893 50.7583 111.637
50.2478 50.6532 59.5415
50.1192 50.6569 170.518
50.8412 50.1464 123.749
50.6642 50.5105 78.2499
50.3836 50.8423 45.1503
50.2915 50.561 112.799
50.4497 50.8644 171.712
50.8165 50.7201 21.9675
50.083 50.8391 63.0992
50.9056 50.5779 9.19558
50.2157 50.1467 74.9342
50.8776 50.093 167.372
50.9358 50.2654 6.4222
50.4665 50.5844 130.814
50.3335 50.0637 160.495
50.829 50.3729 137.783
50.4374 50.5183 100.834
50.2455 50.1283 109.887
50.6136 50.2349 154.37
50.1153 50.8825 70.0036
50.2998 50.7529 47.7305
50.5255 50.2292 10.1494
50.8278 50.1158 97.5461
50.6247 50.0004 29.4507
50.0095 50.753 126.668
50.3563 50.6704 16.3791
50.8227 50.4232 18.2859
50.0976 50.1064 111.366
50.201 50.4232 145.624
50.3289 50.2733 147.389
50.2065 50.6546 103.682
50.5637 50.3147 26.2195
50.1302 50.8427 85.4301
50.2317 50.781 122.836
50.1612 50.1412 120.374
50.6587 50.6438 33.6218
50.8221 50.6137 167.8
50.6614 50.2492 8.4046
50.0371 50.7183 43.8153
50.1457 50.044 145.589
50.8407 50.2295 134.611
50.2819 50.3383 59.2571
50.0666 50.0772 89.0697
50.3761 50.4166 111.543
50.6635 50.6355 61.2363
50.7448 50.6955 105.584
50.8827 50.9572 154.814
50.3204 50.6636 163.014
50.6854 50.9991 89.8909
50.2729 50.6934 179.102
50.2104 50.4157 29.1614
50.2497 50.3937 61.23
50.9285 50.4527 94.782
50.5012 50.8103 144.871
50.1178 50.6184 139.091
50.2848 50.2691 83.9009
50.3713 50.4792 78.8774
50.2552 50.1411 47.911
50.3485 50.2525 3.18925
50.4507 50.9046 118.272
50.1434 50.2585 142.428
50.7274 50.8231 168.534
50.1912 50.5269 50.5098
50.4084 50.2399 64.36
50.1643 50.0025 73.1984
50.2796 50.1773 105.418
50.7215 50.7213 91.5455
50.3259 50.4548 53.4385
50.683 50.9247 52.5142
50.476 50.3915 57.4013
50.4002 50.8776 171.569
50.0044 50.6014 141.404
50.6385 50.117 127.892
50.0977 50.5848 152.562
50.2307 50.196 6.80907
50.8275 50.0283 66.1029
50.1748 50.5041 89.2775
50.8649 50.5711 30.7828
50.9084 50.6636 90.484
50.8221 50.2877 158.574
50.5314 50.0926 87.038
50.3218 50.5431 172.207
50.3675 50.0265 133.112
50.3249 50.6653 89.6123
50.8577 50.7486 71.6248
50.5141 50.5838 91.4839
50.7339 50.7286 34.9434
50.4549 50.5186 26.8354
50.7819 50.1654 89.1403
50.2592 50.6218 82.2801
50.2555 50.5344 16.4919
50.5615 50.8522 130.948
50.5387 50.6716 154.923
50.5519 50.9107 100.215
50.8583 50.4528 28.9109
50.2372 50.6117 78.0699
50.6072 50.2367 168.034
50.7034 50.6756 70.8544
50.6475 50.4493 178.195
50.0936 50.4684 124.863
50.9418 50.6315 111.081
50.6435 50.1515 44.0403
50.5501 50.2413 90.7315
50.8013 50.6635 6.61921
50.208 50.4031 165.283
50.608 50.2183 62.8048
50.2679 50.3854 158.09
50.555 50.3249 116.736
50.6104 50.089 66.025
50.94 50.9228 46.9543
50.2646 50.7803 72.3434
50.8865 50.4522 89.4579
50.373 50.3817 82.4554
50.7178 50.73 60.5038
50.4643 50.3777 11.511
50.9827 50.5963 81.0246
50.972 50.6887 87.837
50.3573 50.4315 37.1151
50.5448 50.9575 33.6609
50.7702 50.8374 163.496
50.6307 50.5936 139.068
50.2731 50.0082 48.3154
50.5339 50.2251 164.248
50.1127 50.2663 86.3633
50.6609 50.8359 114.248
50.8068 50.5724 88.508
50.8015 50.4411 8.79655
50.9875 50.7492 104.156
50.3342 50.5934 162.296
50.8429 50.8684 18.6547
50.7873 50.406 55.254
50.0265 50.7105 151.853
50.0499 50.2456 171.028
50.1101 50.958 62.1695
50.8804 50.276 128.601
50.0497 50.1073 154.618
50.4243 50.5625 131.89
50.9609 50.0591 21.5219
50.1308 50.8027 28.8308
50.5255 50.7086 178.271
50.6104 50.2916 99.1584
50.5407 50.9005 12.7672
50.9838 50.9057 169.019
50.6719 50.7266 16.8066
50.1355 50.8106 152.153
50.103 50.7559 57.8113
50.2382 50.8396 75.8599
50.66 50.0358 133.345
50.9976 50.3841 95.2662
50.7842 50.1622 162.256
50.3103 50.6793 82.6534
50.6642 50.6829 43.6192
50.5437 50.1642 163.186
50.5727 50.8453 175.626
50.7964 50.5541 157.159
50.2676 50.9411 178.247
50.9174 50.0372 105.476
50.421 50.0455 166.539
50.7513 50.0604 129.984
50.2863 50.9645 26.8796
50.5972 50.4652 74.0405
50.8805 50.2249 97.7332
50.9476 50.6533 6.13747
50.3889 50.8739 69.8962
50.7469 50.7411 41.36
50.9238 50.172 149.445
50.4108 50.7703 61.2039
50.8913 50.8554 23.7426
50.6824 50.1496 73.8662
50.5499 50.5518 139.14
50.7408 50.9077 83.4688
50.4008 50.9439 17.2107
50.5587 50.3174 170.059
50.6189 50.4644 158.226
50.7327 50.5892 18.116
50.0219 50.0843 81.9275
50.1883 50.0751 59.232
50.2273 50.3372 99.4405
50.9683 50.2272 72.0262
50.9908 50.462 177.215
50.4984 50.988 96.8579
50.1329 50.3392 131.221
50.4156 50.9247 12.6525
50.3794 50.5652 136.187
50.7337 50.3812 162.838
50.193 50.8903 46.4716
50.4137 50.0033 98.2505
50.345 50.6456 167.793
50.5877 50.2606 161.99
50.0172 50.2279 129.034
50.0996 50.717 43.1245
50.4128 50.2894 27.2913
50.3098 50.6334 4.06663
50.6242 50.2002 71.4702
50.4658 50.7984 39.7808
50.3824 50.9068 22.2977
50.0451 50.6896 53.6618
50.9966 50.1839 99.9264
50.5913 50.499 83.2607
50.1528 50.2586 130.028
50.9963 50.5553 115.862
50.6808 50.9528 65.9518
50.4692 50.1285 14.3652
50.544 50.6723 151.831
50.5983 50.0624 132.776
50.1536 50.0851 8.82126
50.0804 50.2133 69.9369
50.288 50.1497 114.087
50.1137 50.7345 160.204
50.4429 50.4081 74.4936
50.8787 50.5272 22.9939
50.2115 50.1682 63.8503
50.3646 50.5517 23.6415
50.7104 50.355 116.474
50.4253 50.7573 43.7336
50.1884 50.1527 178.418
50.9747 50.9221 81.2345
50.2018 50.3756 133.77
50.9011 50.8605 175.192
50.1515 50.1232 34.8848
50.2576 50.7282 40.2059
50.597 50.1741 103.54
50.459 50.8829 1.17036
50.3674 50.1627 13.7325
50.9012 50.4279 98.3658
50.087 50.5889 73.4194
50.6126 50.0403 8.63425
50.4574 50.8195 125.793
50.5499 50.2009 114.838
50.0453 50.7207 76.3748
50.5158 50.9113 134.934
50.9621 50.7574 78.8558
50.4555 50.5116 42.0498
50.4397 50.1442 94.2099
50.4038 50.055 65.578
50.0986 50.61 40.2122
50.5807 50.3305 134.369
50.7816 50.1191 77.578
50.1453 50.0995 92.4616
50.1851 50.7253 6.94959
50.1752 50.8486 149.384
50.204 50.4875 96.3784
50.1955 50.9142 50.8992
50.951 50.6832 111.224
50.5487 50.778 41.9748
50.1166 50.3534 17.9316
50.3808 50.978 110.54
50.5759 50.4497 80.2393
50.4074 50.8986 74.9415
50.6802 50.036 32.0528
50.0939 50.1252 33.9352
50.4654 50.1718 93.7897
50.6753 50.8689 136.249
50.9842 50.2198 31.1397
50.9227 50.8989 67.8955
50.1372 50.1423 1.21893
50.8079 50.8248 164.692
50.3489 50.4566 116.211
50.6735 50.9759 110.405
50.9277 50.9282 179.589
50.2683 50.9461 20.183
50.87 50.1095 161.694
50.6352 50.601 84.3159
50.5139 50.5448 124.245
50.563 50.2039 67.5318
50.6309 50.5152 23.1843
50.8298 50.8394 58.2258
50.1584 50.8572 57.1407
50.2696 50.8606 144.22
50.2625 50.8989 22.6601
50.8565 50.8247 81.6971
50.1281 50.0822 31.3502
50.7275 50.487 91.2465
50.9199 50.2155 24.4533
50.4419 50.2221 42.4925
50.2754 50.1381 31.7484
50.3723 50.9867 154.593
50.734 50.5898 42.9903
50.2424 50.0189 146.927
50.7129 50.7749 53.2349
50.7983 50.5086 21.2226
50.8762 50.2054 52.551
50.2908 50.8754 28.9777
50.7228 50.8056 133.53
50.7921 50.6978 140.112
50.3652 50.9097 99.5683
50.8564 50.9575 144.917
50.418 50.6029 94.151
50.6083 50.1756 93.2498
50.4968 50.8462 103.105
50.176 50.1297 118.305
50.2131 50.4454 134.134
50.6655 50.2994 139.06
50.3554 50.0901 130.892
50.7165 50.0811 132.572
50.0837 50.8917 159.856
50.5693 50.847 22.7924
50.2047 50.0495 124.629
50.2933 50.7478 96.253
50.3279 50.921 149.124
50.523 50.1227 16.6212
50.673 50.7104 176.556
50.9623 50.4021 33.6447
50.3894 50.8851 107.14
50.6282 50.9607 43.1572
50.318 50.2862 165.242
50.8085 50.9775 31.1578
50.8052 50.3644 101.138
50.2884 50.7187 59.1334
50.677 50.8335 7.65023
50.9642 50.1322 24.6355
50.6524 50.3301 175.974
50.6633 50.9156 25.9512
50.104 50.9397 132.215
50.0233 50.1081 19.3222
50.2818 50.8628 19.7559
50.5741 50.922 176.107
50.9044 50.0507 74.2421
50.3116 50.4232 164.664
50.2847 50.575 145.178
50.7186 50.9011 9.97039
50.8601 50.0078 129.22
50.7109 50.1755 156.538
50.1566 50.912 42.0855
50.6861 50.6399 28.367
50.2897 50.1985 167.726
50.5407 50.9526 39.1434
50.645 50.7862 72.0465
50.8368 50.163 36.5964
50.344 50.2491 62.2263
50.9864 50.624 107.328
50.5773 50.403 98.1803
50.7774 50.4704 15.9097
50.9339 50.0436 116.765
50.733 50.0932 141.398
50.9248 50.5643 81.7645
50.7935 50.2838 178.578
50.986 50.5362 160.992
50.2356 50.4785 163.362
50.6637 50.4358 153.718
50.396 50.4686 80.9998
50.324 50.8708 158.993
50.343 50.9539 55.7511
50.9315 50.1619 171.529
50.8785 50.5072 3.284
50.7782 50.3595 152.739
50.4331 50.6058 67.9644
50.7214 50.3162 170.883
50.8497 50.7756 53.913
50.8727 50.3751 143.716
50.8168 50.999 8.11598
50.2368 50.4309 152.503
50.3864 50.1228 164.747
50.1823 50.5908 146.223
50.2612 50.9858 79.4262
50.2253 50.1847 125.683
50.8752 50.769 47.0582
50.9857 50.0442 61.9463
50.6732 50.0567 9.82273
50.5649 50.6509 42.665
50.6269 50.53 92.5711
50.7016 50.3737 110.526
50.3073 50.0929 119.326
50.0286 50.3845 12.9693
50.2919 50.2132 129.96
50.705 50.7151 65.0201
50.5465 50.3578 169.372
50.4448 50.1108 155.722
50.0356 50.2233 24.8333
50.3026 50.2542 131.613
50.6377 50.9752 59.5948
50.4207 50.4804 163.77
50.5721 50.4248 81.7952
50.9512 50.5829 70.4584
50.5581 50.9866 141.052
50.0882 50.3785 138.511
50.1994 50.3531 39.1821
50.0033 50.1916 81.0429
50.6818 50.4681 23.1076
50.8037 50.076 22.1541
50.8711 50.6854 92.1434
50.6165 50.8325 1.90227
50.522 50.3839 10.576
50.7143 50.7781 128.997
50.1199 50.3236 155.913
50.6752 50.2393 5.12544
